Frecuencia (Hz)	Nivel (dB)
5878.564453	-48.649826
5881.256104	-48.778461
5883.947754	-48.908447
5886.639404	-49.039600
5889.331055	-49.172241
5892.022705	-49.306229
5894.714355	-49.441547
5897.406006	-49.578552
5900.097656	-49.716610
5902.789307	-49.856331
5905.480957	-49.997524
5908.172607	-50.140282
5910.864258	-50.284470
5913.555908	-50.430325
5916.247559	-50.577774
5918.939209	-50.726776
5921.630859	-50.877285
5924.322510	-51.029575
5927.014160	-51.183643
5929.705811	-51.339310
5932.397461	-51.496880
5935.089111	-51.655930
5937.780762	-51.816952
5940.472412	-51.979858
5943.164062	-52.144581
5945.855713	-52.311295
5948.547363	-52.480026
5951.239014	-52.650417
5953.930664	-52.823006
5956.622314	-52.997578
5959.313965	-53.174461
5962.005615	-53.353241
5964.697266	-53.534527
5967.388916	-53.717861
5970.080566	-53.903393
5972.772217	-54.091209
5975.463867	-54.281250
5978.155518	-54.473953
5980.847168	-54.669262
5983.538818	-54.866917
5986.230469	-55.067387
5988.922119	-55.270111
5991.613770	-55.475571
5994.305420	-55.683743
5996.997070	-55.894794
5999.688721	-56.108894
6002.380371	-56.326073
6005.072021	-56.546112
6007.763672	-56.769550
6010.455322	-56.996033
6013.146973	-57.225208
6015.838623	-57.457932
6018.530273	-57.694233
6021.221924	-57.933880
6023.913574	-58.177521
6026.605225	-58.425251
6029.296875	-58.676582
6031.988525	-58.931919
6034.680176	-59.190990
6037.371826	-59.454014
6040.063477	-59.721260
6042.755127	-59.992363
6045.446777	-60.269073
6048.138428	-60.550308
6050.830078	-60.836658
6053.521729	-61.127926
6056.213379	-61.425251
6058.905029	-61.727264
6061.596680	-62.034912
6064.288330	-62.347599
6066.979980	-62.665775
6069.671631	-62.990017
6072.363281	-63.320309
6075.054932	-63.657940
6077.746582	-64.002686
6080.438232	-64.354095
6083.129883	-64.714912
6085.821533	-65.083183
6088.513184	-65.460381
6091.204834	-65.845070
6093.896484	-66.239204
6096.588135	-66.640709
6099.279785	-67.052170
6101.971436	-67.471382
6104.663086	-67.900818
6107.354736	-68.340050
6110.046387	-68.791466
6112.738037	-69.253830
6115.429688	-69.730461
6118.121338	-70.221588
6120.812988	-70.727142
6123.504639	-71.251900
6126.196289	-71.792534
6128.887939	-72.352768
6131.579590	-72.932457
6134.271240	-73.533104
6136.962891	-74.151604
6139.654541	-74.793549
6142.346191	-75.455048
6145.037842	-76.137840
6147.729492	-76.840424
6150.421143	-77.564629
6153.112793	-78.300858
6155.804443	-79.071533
6158.496094	-79.843987
6161.187744	-80.647354
6163.879395	-81.461533
6166.571045	-82.286682
6169.262695	-83.138939
6171.954346	-83.998917
6174.645996	-84.873276
6177.337646	-85.756622
6180.029297	-86.660957
6182.720947	-87.563866
6185.412598	-88.492142
6188.104248	-89.410042
6190.795898	-90.350090
6193.487549	-91.299629
6196.179199	-92.234085
6198.870850	-93.199364
6201.562500	-94.149673
6204.254150	-95.124413
6206.945801	-96.072762
6209.637451	-97.036522
6212.329102	-98.003784
6215.020752	-98.971992
6217.712402	-99.934044
6220.404053	-100.882393
6223.095703	-101.865715
6225.787354	-102.820618
6228.479004	-103.719048
6231.170654	-104.708229
6233.862305	-105.657188
6236.553955	-106.533104
6239.245605	-107.493767
6241.937256	-108.427368
6244.628906	-109.335075
6247.320557	-110.181488
6250.012207	-111.088638
6252.703857	-112.033058
6255.395508	-112.715958
6258.087158	-113.897537
6260.778809	-114.363190
6263.470459	-115.379005
6266.162109	-116.323784
6268.853760	-116.993698
6271.545410	-117.610428
6274.237061	-118.636475
6276.928711	-119.279984
6279.620361	-120.107162
6282.312012	-120.675400
6285.003662	-121.654922
6287.695312	-122.195496
6290.386963	-122.668701
6293.078613	-123.894722
6295.770264	-123.867157
6298.461914	-125.139328
6301.153564	-125.326210
6303.845215	-126.179817
6306.536865	-126.282768
6309.228516	-127.165436
6311.920166	-127.734146
6314.611816	-127.769432
6317.303467	-128.802780
6319.995117	-129.214828
6322.686768	-129.218475
6325.378418	-130.336258
6328.070068	-130.310516
6330.761719	-131.336258
6333.453369	-130.474426
6336.145020	-131.427322
6338.836670	-131.987381
6341.528320	-132.165314
6344.219971	-132.398895
6346.911621	-133.098572
6349.603271	-131.936157
6352.294922	-133.217957
6354.986572	-132.715729
6357.678223	-133.835602
6360.369873	-133.634995
6363.061523	-133.490570
6365.753174	-134.153244
6368.444824	-134.057419
6371.136475	-134.075806
6373.828125	-133.404495
6376.519775	-134.274826
6379.211426	-133.803253
6381.903076	-135.007568
6384.594727	-134.951996
6387.286377	-134.009064
6389.978027	-133.762344
6392.669678	-133.557190
6395.361328	-134.432007
6398.052979	-135.532883
6400.744629	-135.011139
6403.436279	-135.208679
6406.127930	-133.310547
6408.819580	-134.185760
6411.511230	-135.500336
6414.202881	-135.663834
6416.894531	-135.145950
6419.586182	-136.069153
6422.277832	-135.483780
6424.969482	-134.552521
6427.661133	-134.802429
6430.352783	-135.311035
6433.044434	-135.177673
6435.736084	-134.935410
6438.427734	-135.010620
6441.119385	-135.218765
6443.811035	-135.581650
6446.502686	-135.033112
6449.194336	-135.341385
6451.885986	-135.029419
6454.577637	-135.104309
6457.269287	-135.051041
6459.960938	-134.415985
6462.652588	-135.893036
6465.344238	-135.741653
6468.035889	-136.087845
6470.727539	-136.471298
6473.419189	-136.003311
6476.110840	-134.980957
6478.802490	-135.093964
6481.494141	-135.599838
6484.185791	-135.591934
6486.877441	-136.095383
6489.569092	-135.633789
6492.260742	-134.970428
6494.952393	-135.332764
6497.644043	-134.753555
6500.335693	-134.305344
6503.027344	-134.057053
6505.718994	-135.733932
6508.410645	-136.452545
6511.102295	-134.902756
6513.793945	-134.767548
6516.485596	-135.754745
6519.177246	-136.197418
6521.868896	-136.151550
6524.560547	-135.487442
6527.252197	-135.385193
6529.943848	-135.339996
6532.635498	-135.558716
6535.327148	-136.151276
6538.018799	-135.496887
6540.710449	-135.074600
6543.402100	-135.130997
6546.093750	-135.804321
6548.785400	-135.245331
6551.477051	-135.312744
6554.168701	-135.111649
6556.860352	-135.140518
6559.552002	-135.358139
6562.243652	-135.728561
6564.935303	-136.265915
6567.626953	-135.333725
6570.318604	-135.743149
6573.010254	-135.579514
6575.701904	-135.269730
6578.393555	-135.630783
6581.085205	-134.575134
6583.776855	-134.510162
6586.468506	-135.399673
6589.160156	-134.837906
6591.851807	-135.091232
6594.543457	-134.797272
6597.235107	-134.162109
6599.926758	-134.589447
6602.618408	-134.785721
6605.310059	-135.234085
6608.001709	-135.838593
6610.693359	-135.767410
6613.385010	-135.944595
6616.076660	-135.311798
6618.768311	-134.286697
6621.459961	-134.471878
6624.151611	-135.709335
6626.843262	-136.323715
6629.534912	-135.074738
6632.226562	-135.909500
6634.918213	-135.729568
6637.609863	-134.966003
6640.301514	-135.087952
6642.993164	-134.448715
6645.684814	-135.073730
6648.376465	-135.768524
6651.068115	-135.907349
6653.759766	-135.830307
6656.451416	-135.452698
6659.143066	-134.091431
6661.834717	-135.729080
6664.526367	-135.692612
6667.218018	-135.793915
6669.909668	-135.507660
6672.601318	-135.740402
6675.292969	-135.692093
6677.984619	-135.929825
6680.676270	-135.442337
6683.367920	-135.079330
6686.059570	-135.379959
6688.751221	-135.403717
6691.442871	-135.772232
6694.134521	-135.553879
6696.826172	-135.701569
6699.517822	-136.038864
6702.209473	-135.208618
6704.901123	-134.601608
6707.592773	-135.404373
6710.284424	-135.667007
6712.976074	-135.477371
6715.667725	-135.216400
6718.359375	-135.157211
6721.051025	-136.242905
6723.742676	-135.657730
6726.434326	-135.594711
6729.125977	-135.435135
6731.817627	-135.852554
6734.509277	-135.675873
6737.200928	-136.086929
6739.892578	-136.226608
6742.584229	-136.095871
6745.275879	-135.739761
6747.967529	-134.812729
6750.659180	-135.190948
6753.350830	-135.058807
6756.042480	-135.248199
6758.734131	-137.013992
6761.425781	-136.111603
6764.117432	-135.840103
6766.809082	-135.270050
6769.500732	-135.899765
6772.192383	-135.827118
6774.884033	-136.571075
6777.575684	-134.932861
6780.267334	-134.570480
6782.958984	-134.977615
6785.650635	-135.383331
6788.342285	-135.799500
6791.033936	-136.425842
6793.725586	-135.135712
6796.417236	-135.561249
6799.108887	-135.579056
6801.800537	-135.414612
6804.492188	-135.598694
6807.183838	-135.806595
6809.875488	-135.749908
6812.567139	-134.872604
6815.258789	-134.875275
6817.950439	-134.162262
6820.642090	-134.510178
6823.333740	-135.205673
6826.025391	-135.695816
6828.717041	-136.048798
6831.408691	-134.807022
6834.100342	-134.965118
6836.791992	-135.032761
6839.483643	-134.652008
6842.175293	-135.423676
6844.866943	-136.008698
6847.558594	-136.583420
6850.250244	-136.395935
6852.941895	-137.198044
6855.633545	-135.613510
6858.325195	-135.028091
6861.016846	-135.723785
6863.708496	-135.773270
6866.400146	-135.604645
6869.091797	-135.488785
6871.783447	-135.725098
6874.475098	-135.332138
6877.166748	-135.311722
6879.858398	-135.312180
6882.550049	-135.278610
6885.241699	-135.314392
6887.933350	-134.714233
6890.625000	-135.599625
6893.316650	-135.997971
6896.008301	-134.800934
6898.699951	-134.370712
6901.391602	-135.595383
6904.083252	-136.119781
6906.774902	-135.797272
6909.466553	-136.553009
6912.158203	-135.875229
6914.849854	-134.933929
6917.541504	-135.607483
6920.233154	-135.973709
6922.924805	-136.724762
6925.616455	-136.537430
6928.308105	-135.771423
6930.999756	-135.580231
6933.691406	-136.607117
6936.383057	-137.079803
6939.074707	-135.856796
6941.766357	-135.588028
6944.458008	-135.600601
6947.149658	-135.274063
6949.841309	-134.976593
6952.532959	-135.309753
6955.224609	-135.566040
6957.916260	-135.366959
6960.607910	-136.357880
6963.299561	-136.485535
6965.991211	-135.491135
6968.682861	-134.454041
6971.374512	-134.128052
6974.066162	-134.499268
6976.757812	-135.783127
6979.449463	-135.248566
6982.141113	-134.647781
6984.832764	-135.056351
6987.524414	-135.224915
6990.216064	-134.622635
6992.907715	-135.224136
6995.599365	-136.038773
6998.291016	-136.669739
7000.982666	-136.964981
7003.674316	-136.234390
7006.365967	-136.019501
7009.057617	-135.528732
7011.749268	-134.700867
7014.440918	-135.532272
7017.132568	-136.668839
7019.824219	-136.799332
7022.515869	-135.662430
7025.207520	-135.226013
7027.899170	-134.870850
7030.590820	-135.013306
7033.282471	-136.061813
7035.974121	-136.199310
7038.665771	-136.000412
7041.357422	-134.915726
7044.049072	-135.162064
7046.740723	-135.505295
7049.432373	-135.556595
7052.124023	-136.163315
7054.815674	-135.516846
7057.507324	-135.070465
7060.198975	-135.427017
7062.890625	-135.717773
7065.582275	-135.021500
7068.273926	-135.544144
7070.965576	-135.056107
7073.657227	-135.277679
7076.348877	-135.766769
7079.040527	-136.077286
7081.732178	-136.768219
7084.423828	-135.918427
7087.115479	-136.322617
7089.807129	-136.346985
7092.498779	-135.892365
7095.190430	-135.420425
7097.882080	-135.078476
7100.573730	-134.898544
7103.265381	-135.749908
7105.957031	-135.787918
7108.648682	-135.649033
7111.340332	-134.118546
7114.031982	-134.048706
7116.723633	-133.838654
7119.415283	-134.511841
7122.106934	-136.193558
7124.798584	-135.623276
7127.490234	-134.721695
7130.181885	-135.351044
7132.873535	-135.158051
7135.565186	-135.291382
7138.256836	-135.812286
7140.948486	-135.766998
7143.640137	-135.079453
7146.331787	-135.639679
7149.023438	-135.486893
7151.715088	-135.462036
7154.406738	-135.494095
7157.098389	-135.582504
7159.790039	-135.389404
7162.481689	-134.967499
7165.173340	-135.732162
7167.864990	-136.145523
7170.556641	-135.638260
7173.248291	-134.613358
7175.939941	-135.732544
7178.631592	-135.754974
7181.323242	-136.791336
7184.014893	-136.632233
7186.706543	-136.149124
7189.398193	-136.245789
7192.089844	-134.389526
7194.781494	-133.973465
7197.473145	-136.011078
7200.164795	-136.154633
7202.856445	-135.876892
7205.548096	-136.040527
7208.239746	-136.013138
7210.931396	-135.398758
7213.623047	-134.767914
7216.314697	-134.227585
7219.006348	-134.678238
7221.697998	-135.697433
7224.389648	-135.515701
7227.081299	-134.771240
7229.772949	-134.369949
7232.464600	-135.306549
7235.156250	-135.806351
7237.847900	-135.640610
7240.539551	-135.149384
7243.231201	-134.427155
7245.922852	-134.119751
7248.614502	-135.335327
7251.306152	-135.399063
7253.997803	-134.482361
7256.689453	-135.340668
7259.381104	-135.447037
7262.072754	-134.254974
7264.764404	-135.052979
7267.456055	-136.211700
7270.147705	-136.168488
7272.839355	-135.240921
7275.531006	-134.727661
7278.222656	-134.795532
7280.914307	-135.920425
7283.605957	-136.383209
7286.297607	-134.405319
7288.989258	-135.015854
7291.680908	-136.743057
7294.372559	-135.676361
7297.064209	-135.049561
7299.755859	-135.019989
7302.447510	-134.573456
7305.139160	-135.062210
7307.830811	-136.325943
7310.522461	-136.273300
7313.214111	-136.485138
7315.905762	-135.729950
7318.597412	-135.668457
7321.289062	-135.927780
7323.980713	-135.541977
7326.672363	-136.037781
7329.364014	-135.161728
7332.055664	-135.241821
7334.747314	-135.484070
7337.438965	-135.206299
7340.130615	-135.996719
7342.822266	-135.843948
7345.513916	-134.120911
7348.205566	-134.381790
7350.897217	-134.994522
7353.588867	-135.459503
7356.280518	-136.266006
7358.972168	-136.434448
7361.663818	-135.662613
7364.355469	-135.472458
7367.047119	-135.218765
7369.738770	-137.123993
7372.430420	-136.101120
7375.122070	-134.571045
7377.813721	-135.720917
7380.505371	-136.583755
7383.197021	-135.856201
7385.888672	-135.656433
7388.580322	-134.898499
7391.271973	-134.207474
7393.963623	-134.594376
7396.655273	-135.134705
7399.346924	-135.474167
7402.038574	-135.560074
7404.730225	-135.652435
7407.421875	-134.908051
7410.113525	-135.171570
7412.805176	-135.354095
7415.496826	-135.155136
7418.188477	-135.574524
7420.880127	-135.187958
7423.571777	-134.725601
7426.263428	-135.150269
7428.955078	-135.463196
7431.646729	-136.479828
7434.338379	-137.132645
7437.030029	-137.284668
7439.721680	-136.634033
7442.413330	-135.284515
7445.104980	-135.777557
7447.796631	-135.110672
7450.488281	-134.984131
7453.179932	-135.205231
7455.871582	-135.143097
7458.563232	-135.161163
7461.254883	-134.696030
7463.946533	-134.958481
7466.638184	-135.725204
7469.329834	-136.932953
7472.021484	-135.384064
7474.713135	-135.137756
7477.404785	-134.571030
7480.096436	-134.087524
7482.788086	-135.836578
7485.479736	-136.400848
7488.171387	-135.156448
7490.863037	-135.337051
7493.554688	-135.710770
7496.246338	-136.583969
7498.937988	-136.003738
7501.629639	-135.262939
7504.321289	-135.333374
7507.012939	-136.107254
7509.704590	-136.207611
7512.396240	-136.693726
7515.087891	-135.780640
7517.779541	-135.433990
7520.471191	-136.058105
7523.162842	-136.302124
7525.854492	-135.833145
7528.546143	-135.202423
7531.237793	-135.154739
7533.929443	-134.862839
7536.621094	-135.036346
7539.312744	-135.694626
7542.004395	-137.182617
7544.696045	-135.844238
7547.387695	-135.808258
7550.079346	-136.571396
7552.770996	-135.454666
7555.462646	-134.598190
7558.154297	-135.114700
7560.845947	-135.724701
7563.537598	-135.387772
7566.229248	-134.541321
7568.920898	-135.304794
7571.612549	-135.509979
7574.304199	-136.205978
7576.995850	-135.324371
7579.687500	-134.615662
7582.379150	-135.207687
7585.070801	-135.859573
7587.762451	-136.112976
7590.454102	-135.935410
7593.145752	-135.745102
7595.837402	-135.852478
7598.529053	-136.114182
7601.220703	-135.730515
7603.912354	-135.285294
7606.604004	-135.439972
7609.295654	-135.047256
7611.987305	-134.122116
7614.678955	-134.468140
7617.370605	-134.941147
7620.062256	-134.803665
7622.753906	-135.017929
7625.445557	-135.573456
7628.137207	-135.565887
7630.828857	-136.268173
7633.520508	-136.469528
7636.212158	-135.674789
7638.903809	-134.870483
7641.595459	-134.579010
7644.287109	-135.378479
7646.978760	-136.359787
7649.670410	-135.416290
7652.362061	-134.620346
7655.053711	-135.543182
7657.745361	-136.899612
7660.437012	-135.468140
7663.128662	-135.577728
7665.820312	-135.523117
7668.511963	-135.035904
7671.203613	-134.840439
7673.895264	-135.169891
7676.586914	-136.228256
7679.278564	-136.024719
7681.970215	-135.796997
7684.661865	-136.314301
7687.353516	-136.232788
7690.045166	-135.406509
7692.736816	-134.872147
7695.428467	-134.856964
7698.120117	-135.212234
7700.811768	-134.956848
7703.503418	-135.641968
7706.195068	-135.345367
7708.886719	-135.387756
7711.578369	-135.134811
7714.270020	-135.172562
7716.961670	-135.214081
7719.653320	-135.924194
7722.344971	-136.079697
7725.036621	-135.341492
7727.728271	-135.792664
7730.419922	-135.142319
7733.111572	-134.182388
7735.803223	-135.828278
7738.494873	-136.316391
7741.186523	-135.526001
7743.878174	-135.398102
7746.569824	-135.581345
7749.261475	-134.931641
7751.953125	-136.788498
7754.644775	-136.120895
7757.336426	-135.427338
7760.028076	-135.228851
7762.719727	-135.144623
7765.411377	-135.375656
7768.103027	-135.660080
7770.794678	-136.239120
7773.486328	-136.535995
7776.177979	-136.096313
7778.869629	-135.799255
7781.561279	-135.271942
7784.252930	-135.297073
7786.944580	-135.309448
7789.636230	-135.437103
7792.327881	-135.362228
7795.019531	-136.148346
7797.711182	-135.606247
7800.402832	-135.638321
7803.094482	-135.764496
7805.786133	-135.274918
7808.477783	-136.285492
7811.169434	-137.152313
7813.861084	-135.397507
7816.552734	-135.232452
7819.244385	-135.942200
7821.936035	-135.740768
7824.627686	-135.257904
7827.319336	-135.473801
7830.010986	-135.740417
7832.702637	-136.135330
7835.394287	-136.356995
7838.085938	-137.003632
7840.777588	-135.760223
7843.469238	-135.582474
7846.160889	-135.260712
7848.852539	-135.214432
7851.544189	-135.632858
7854.235840	-136.382095
7856.927490	-135.801926
7859.619141	-135.293991
7862.310791	-135.384720
7865.002441	-134.307037
7867.694092	-133.968353
7870.385742	-135.301468
7873.077393	-136.028091
7875.769043	-136.161194
7878.460693	-135.710022
7881.152344	-135.835480
7883.843994	-136.656235
7886.535645	-135.051331
7889.227295	-135.454620
7891.918945	-135.775223
7894.610596	-134.725647
7897.302246	-135.463760
7899.993896	-135.422302
7902.685547	-134.385345
7905.377197	-135.360733
7908.068848	-134.796860
7910.760498	-134.675659
7913.452148	-135.482941
7916.143799	-135.744690
7918.835449	-135.060959
7921.527100	-134.745773
7924.218750	-135.300400
7926.910400	-135.965469
7929.602051	-135.282730
7932.293701	-135.167465
7934.985352	-135.472763
7937.677002	-135.285278
7940.368652	-135.263489
7943.060303	-134.998306
7945.751953	-135.305466
7948.443604	-134.654388
7951.135254	-134.422775
7953.826904	-135.100845
7956.518555	-135.511581
7959.210205	-136.222565
7961.901855	-136.140137
7964.593506	-135.400513
7967.285156	-134.756317
7969.976807	-135.928207
7972.668457	-136.314957
7975.360107	-135.253021
7978.051758	-134.463333
7980.743408	-135.266281
7983.435059	-135.967072
7986.126709	-136.142410
7988.818359	-135.147964
7991.510010	-135.754974
7994.201660	-135.748505
7996.893311	-135.087097
7999.584961	-134.924591
8002.276611	-134.791885
8004.968262	-134.913177
8007.659912	-134.888565
8010.351562	-135.747925
8013.043213	-135.552429
8015.734863	-135.420776
8018.426514	-135.088852
8021.118164	-135.537842
8023.809814	-134.801086
8026.501465	-134.285446
8029.193115	-135.441971
8031.884766	-135.945419
8034.576416	-135.480972
8037.268066	-136.179764
8039.959717	-136.426422
8042.651367	-136.226135
8045.343018	-136.282990
8048.034668	-135.748734
8050.726318	-135.061615
8053.417969	-134.388565
8056.109619	-135.109756
8058.801270	-136.332031
8061.492920	-135.593582
8064.184570	-135.820786
8066.876221	-135.556335
8069.567871	-135.494492
8072.259521	-135.259369
8074.951172	-135.902893
8077.642822	-135.217529
8080.334473	-135.665588
8083.026123	-134.981308
8085.717773	-134.622330
8088.409424	-134.320358
8091.101074	-134.877747
8093.792725	-135.236664
8096.484375	-134.564087
8099.176025	-134.429565
8101.867676	-136.661621
8104.559326	-136.893631
8107.250977	-136.575226
8109.942627	-135.062973
8112.634277	-135.986420
8115.325928	-135.658859
8118.017578	-134.964355
8120.709229	-134.993744
8123.400879	-135.670792
8126.092529	-135.616745
8128.784180	-135.734558
8131.475830	-135.764603
8134.167480	-136.037018
8136.859131	-136.195175
8139.550781	-135.343597
8142.242432	-135.583878
8144.934082	-135.607635
8147.625732	-135.659561
8150.317383	-135.917953
8153.009033	-134.931046
8155.700684	-134.415924
8158.392334	-134.606827
8161.083984	-135.396851
8163.775635	-134.342117
8166.467285	-135.245438
8169.158936	-135.427460
8171.850586	-135.498474
8174.542236	-135.591232
8177.233887	-136.633270
8179.925537	-135.507675
8182.617188	-135.072632
8185.308838	-135.270432
8188.000488	-135.390350
8190.692139	-135.102142
8193.383789	-135.642960
8196.075439	-136.073547
8198.767090	-136.020813
8201.458740	-134.720169
8204.150391	-135.099609
8206.842041	-134.347382
8209.533691	-134.351364
8212.225342	-135.785004
8214.916992	-135.665833
8217.608643	-135.819717
8220.300293	-135.582031
8222.991943	-135.837738
8225.683594	-135.545517
8228.375244	-135.394135
8231.066895	-136.679428
8233.758545	-135.661957
8236.450195	-135.381897
8239.141846	-135.424896
8241.833496	-135.447296
8244.525146	-134.428925
8247.216797	-134.540115
8249.908447	-135.324219
8252.600098	-135.323746
8255.291748	-136.508698
8257.983398	-136.106384
8260.675049	-135.424576
8263.366699	-136.044846
8266.058350	-135.552948
8268.750000	-135.404678
8271.441650	-136.274200
8274.133301	-135.720261
8276.824951	-135.215012
8279.516602	-135.074646
8282.208252	-135.639328
8284.899902	-135.480133
8287.591553	-135.697693
8290.283203	-135.693756
8292.974854	-135.262802
8295.666504	-135.609589
8298.358154	-135.355545
8301.049805	-134.704666
8303.741455	-134.789627
8306.433105	-134.061295
8309.124756	-134.745132
8311.816406	-134.405350
8314.508057	-134.573975
8317.199707	-135.593155
8319.891357	-135.451538
8322.583008	-134.658966
8325.274658	-135.319107
8327.966309	-136.098892
8330.657959	-135.493057
8333.349609	-135.936020
8336.041260	-135.551682
8338.732910	-135.154861
8341.424561	-134.899582
8344.116211	-135.451263
8346.807861	-134.988663
8349.499512	-134.698517
8352.191162	-135.762009
8354.882812	-136.817810
8357.574463	-135.626053
8360.266113	-135.517731
8362.957764	-136.538101
8365.649414	-136.855606
8368.341064	-136.336868
8371.032715	-135.902420
8373.724365	-135.492767
8376.416016	-135.435974
8379.107666	-135.413361
8381.799316	-135.092728
8384.490967	-135.326477
8387.182617	-135.483093
8389.874268	-135.612411
8392.565918	-135.022339
8395.257568	-135.435547
8397.949219	-135.412308
8400.640869	-135.391266
8403.332520	-135.641495
8406.024170	-135.010925
8408.715820	-135.535538
8411.407471	-134.666626
8414.099121	-134.467575
8416.790771	-136.194031
8419.482422	-136.948929
8422.174072	-135.924545
8424.865723	-135.957367
8427.557373	-136.122253
8430.249023	-136.195953
8432.940674	-136.669495
8435.632324	-135.269104
8438.323975	-135.251343
8441.015625	-135.771790
8443.707275	-135.530701
8446.398926	-134.839493
8449.090576	-135.281982
8451.782227	-134.918594
8454.473877	-135.280243
8457.165527	-134.797104
8459.857178	-134.458496
8462.548828	-134.772049
8465.240479	-135.634613
8467.932129	-135.603836
8470.623779	-135.396500
8473.315430	-135.021225
8476.007080	-135.804962
8478.698730	-135.225540
8481.390381	-135.295380
8484.082031	-135.731430
8486.773682	-136.285294
8489.465332	-136.617966
8492.156982	-134.937866
8494.848633	-135.081909
8497.540283	-135.843018
8500.231934	-136.408691
8502.923584	-135.985245
8505.615234	-137.032501
8508.306885	-136.190201
8510.998535	-136.327652
8513.690186	-135.545746
8516.381836	-135.067688
8519.073486	-135.560730
8521.765137	-136.418076
8524.456787	-135.498199
8527.148438	-135.206619
8529.840088	-135.983917
8532.531738	-136.502213
8535.223389	-135.497375
8537.915039	-135.029312
8540.606689	-135.798126
8543.298340	-135.772690
8545.989990	-135.326904
8548.681641	-135.369675
8551.373291	-134.576187
8554.064941	-134.179489
8556.756592	-135.143860
8559.448242	-136.437210
8562.139893	-135.458649
8564.831543	-134.890869
8567.523193	-136.349442
8570.214844	-136.059540
8572.906494	-135.474380
8575.598145	-134.855026
8578.289795	-135.454391
8580.981445	-135.755981
8583.673096	-135.100433
8586.364746	-135.353470
8589.056396	-135.644485
8591.748047	-135.462936
8594.439697	-134.977814
8597.131348	-134.836914
8599.822998	-135.014008
8602.514648	-136.110092
8605.206299	-135.974915
8607.897949	-135.706909
8610.589600	-135.747559
8613.281250	-135.577835
8615.972900	-135.703400
8618.664551	-135.466858
8621.356201	-135.486191
8624.047852	-136.754578
8626.739502	-136.007889
8629.431152	-135.532455
8632.122803	-135.563599
8634.814453	-135.977234
8637.506104	-136.671387
8640.197754	-135.746155
8642.889404	-134.739731
8645.581055	-135.155533
8648.272705	-135.443695
8650.964355	-134.605560
8653.656006	-134.175888
8656.347656	-135.461349
8659.039307	-136.130478
8661.730957	-135.814209
8664.422607	-135.799042
8667.114258	-134.519196
8669.805908	-134.854446
8672.497559	-135.720596
8675.189209	-134.765640
8677.880859	-134.353027
8680.572510	-135.054504
8683.264160	-135.879333
8685.955811	-135.112778
8688.647461	-135.401932
8691.339111	-136.051025
8694.030762	-135.689514
8696.722412	-135.667801
8699.414062	-134.898666
8702.105713	-135.434540
8704.797363	-135.171631
8707.489014	-135.132874
8710.180664	-134.711151
8712.872314	-136.098007
8715.563965	-136.726028
8718.255615	-135.418549
8720.947266	-135.240433
8723.638916	-135.680939
8726.330566	-135.379364
8729.022217	-134.964371
8731.713867	-135.843750
8734.405518	-135.516861
8737.097168	-133.972412
8739.788818	-134.882233
8742.480469	-136.111069
8745.172119	-137.235641
8747.863770	-135.676712
8750.555420	-134.979431
8753.247070	-136.099396
8755.938721	-136.525070
8758.630371	-136.373962
8761.322021	-135.913513
8764.013672	-134.566040
8766.705322	-135.099289
8769.396973	-135.133118
8772.088623	-136.001617
8774.780273	-136.271835
8777.471924	-135.614868
8780.163574	-134.144257
8782.855225	-133.822800
8785.546875	-135.270004
8788.238525	-135.851608
8790.930176	-135.611526
8793.621826	-136.201523
8796.313477	-135.654129
8799.005127	-136.669678
8801.696777	-135.954391
8804.388428	-136.484848
8807.080078	-136.328217
8809.771729	-136.264282
8812.463379	-136.439301
8815.155029	-135.468811
8817.846680	-135.512634
8820.538330	-134.970718
8823.229980	-134.342926
8825.921631	-135.130310
8828.613281	-135.340790
8831.304932	-135.257858
8833.996582	-135.052795
8836.688232	-135.080124
8839.379883	-135.824219
8842.071533	-135.349884
8844.763184	-136.499268
8847.454834	-135.746902
8850.146484	-134.961288
8852.838135	-135.694733
8855.529785	-135.577255
8858.221436	-135.070587
8860.913086	-135.871201
8863.604736	-135.635529
8866.296387	-135.019852
8868.988037	-135.344391
8871.679688	-135.125076
8874.371338	-135.438171
8877.062988	-135.520523
8879.754639	-135.415817
8882.446289	-136.544128
8885.137939	-136.839798
8887.829590	-136.039505
8890.521240	-135.396927
8893.212891	-135.164612
8895.904541	-135.006439
8898.596191	-135.025543
8901.287842	-134.941986
8903.979492	-135.980087
8906.671143	-135.602280
8909.362793	-136.213333
8912.054443	-135.601242
8914.746094	-135.242355
8917.437744	-135.650894
8920.129395	-136.027939
8922.821045	-134.958878
8925.512695	-135.456116
8928.204346	-137.008514
8930.895996	-136.513199
8933.587646	-135.407150
8936.279297	-135.492935
8938.970947	-134.894653
8941.662598	-135.174057
8944.354248	-136.372650
8947.045898	-134.878525
8949.737549	-134.474731
8952.429199	-134.820435
8955.120850	-134.831329
8957.812500	-135.862823
8960.504150	-136.061523
8963.195801	-135.040268
8965.887451	-135.661682
8968.579102	-135.471191
8971.270752	-135.650726
8973.962402	-135.634613
8976.654053	-135.242523
8979.345703	-134.967712
8982.037354	-135.092484
8984.729004	-135.342316
8987.420654	-135.404694
8990.112305	-136.014816
8992.803955	-136.001419
8995.495605	-135.678375
8998.187256	-137.142380
9000.878906	-135.950409
9003.570557	-135.170425
9006.262207	-135.217300
9008.953857	-135.130219
